,name,id,nametype,recclass,mass (g),fall,reclat,reclong,GeoLocation,Year,City,Country
3451,Arivaca,47346,Valid,Eucrite-mmict,30.1,Found,31.593909999999997,-111.37023,"(31.59391, -111.37023)",1999.0,green valley,us
5068,Beer Bottle Pass,4996,Valid,L5,8.9,Found,35.66117,-115.33333,"(35.66117, -115.33333)",1999.0,spring valley,us
5141,Bluewing 002,5080,Valid,H5,23.0,Found,40.241479999999996,-118.94763,"(40.24148, -118.94763)",1999.0,fernley,us
5156,Bluewing 036,51579,Valid,L6,10.47,Found,40.26667,-118.93333,"(40.26667, -118.93333)",1999.0,fernley,us
5155,Bluewing 035,51578,Valid,L6,12.56,Found,40.26667,-118.93333,"(40.26667, -118.93333)",1999.0,fernley,us
5143,Bluewing 003,5081,Valid,L6,95.0,Found,40.267520000000005,-118.94308000000001,"(40.26752, -118.94308)",1999.0,fernley,us
5153,Bluewing 033,51576,Valid,L5,287.44,Found,40.26667,-118.93333,"(40.26667, -118.93333)",1999.0,fernley,us
5152,Bluewing 032,54474,Valid,L5,78.0,Found,40.26667,-118.93333,"(40.26667, -118.93333)",1999.0,fernley,us
5151,Bluewing 031,51575,Valid,H5,170.0,Found,40.26667,-118.93333,"(40.26667, -118.93333)",1999.0,fernley,us
5150,Bluewing 030,51574,Valid,H5,18.81,Found,40.26667,-118.93333,"(40.26667, -118.93333)",1999.0,fernley,us
5147,Bluewing 007,5085,Valid,L4,324.0,Found,40.28247,-118.94872,"(40.28247, -118.94872)",1999.0,fernley,us
5146,Bluewing 006,5084,Valid,L6,355.0,Found,40.28338,-118.94808,"(40.28338, -118.94808)",1999.0,fernley,us
5145,Bluewing 005,5083,Valid,L5,7200.0,Found,40.28563,-118.94657,"(40.28563, -118.94657)",1999.0,fernley,us
26182,Morrow County,51707,Valid,L6,18200.0,Found,45.5,-119.5,"(45.5, -119.5)",1999.0,hermiston,us
5144,Bluewing 004,5082,Valid,L5,113.0,Found,40.27537,-118.9461,"(40.27537, -118.9461)",1999.0,fernley,us
5154,Bluewing 034,51577,Valid,H5,34.0,Found,40.26667,-118.93333,"(40.26667, -118.93333)",1999.0,fernley,us
5567,Coyote Dry Lake 067,30462,Valid,L6,412.05,Found,35.03815,-116.7531,"(35.03815, -116.7531)",1999.0,barstow,us
5568,Coyote Dry Lake 080,30463,Valid,H5,278.1,Found,35.074020000000004,-116.76116999999999,"(35.07402, -116.76117)",1999.0,barstow,us
5569,Coyote Dry Lake 105,30464,Valid,H5,61.5,Found,35.05073,-116.76698,"(35.05073, -116.76698)",1999.0,barstow,us
5570,Coyote Dry Lake 110,30465,Valid,H4,68.02,Found,35.04625,-116.73546999999999,"(35.04625, -116.73547)",1999.0,barstow,us
5571,Coyote Dry Lake 115,30466,Valid,H5-6,1369.0,Found,35.05865,-116.76872,"(35.05865, -116.76872)",1999.0,barstow,us
5572,Coyote Dry Lake 116,30467,Valid,H6,4.4,Found,35.05847,-116.769,"(35.05847, -116.769)",1999.0,barstow,us
5573,Coyote Dry Lake 117,30468,Valid,H3,162.0,Found,35.0501,-116.74443000000001,"(35.0501, -116.74443)",1999.0,barstow,us
5574,Coyote Dry Lake 119,30469,Valid,H5,3.2,Found,35.03815,-116.7531,"(35.03815, -116.7531)",1999.0,barstow,us
5575,Coyote Dry Lake 120,30470,Valid,H5,18.5,Found,35.05893,-116.76872,"(35.05893, -116.76872)",1999.0,barstow,us
5566,Coyote Dry Lake 064,30461,Valid,H5,1364.31,Found,35.058170000000004,-116.7743,"(35.05817, -116.7743)",1999.0,barstow,us
5576,Coyote Dry Lake 121,30471,Valid,H4,14.2,Found,35.059470000000005,-116.7685,"(35.05947, -116.7685)",1999.0,barstow,us
5625,Cuddeback Dry Lake 001,5480,Valid,L6,32.5,Found,35.29575,-117.4668,"(35.29575, -117.4668)",1999.0,ridgecrest,us
5565,Coyote Dry Lake 063,30460,Valid,H4,67.61,Found,35.05878,-116.773,"(35.05878, -116.773)",1999.0,barstow,us
5563,Coyote Dry Lake 054,30458,Valid,H5,392.8,Found,35.07667,-116.74667,"(35.07667, -116.74667)",1999.0,barstow,us
5564,Coyote Dry Lake 061,30459,Valid,H5,2134.0,Found,35.05242,-116.7667,"(35.05242, -116.7667)",1999.0,barstow,us
5560,Coyote Dry Lake 024,30455,Valid,H5,2430.0,Found,35.0715,-116.77205,"(35.0715, -116.77205)",1999.0,barstow,us
5561,Coyote Dry Lake 033,30456,Valid,H5,5220.0,Found,35.05605,-116.7763,"(35.05605, -116.7763)",1999.0,barstow,us
5562,Coyote Dry Lake 040,30457,Valid,H4,344.0,Found,35.09373,-116.76343,"(35.09373, -116.76343)",1999.0,barstow,us
38122,Twodot,24093,Valid,H6,21400.0,Found,46.7,-110.13333,"(46.7, -110.13333)",1999.0,lewistown,us
37478,Sheephole Valley,23527,Valid,H4,62.1,Found,34.125,-115.56333000000001,"(34.125, -115.56333)",1999.0,twentynine palms,us
37479,Sheephole Valley 002,23528,Valid,L4,4.4,Found,34.125,-115.56333000000001,"(34.125, -115.56333)",1999.0,twentynine palms,us
12632,Golden Rule,10942,Valid,L5,797.6,Found,35.873329999999996,-114.2,"(35.87333, -114.2)",1999.0,boulder city,us
12633,Goldstone Dry Lake,10943,Valid,H6,1.1,Found,35.373329999999996,-116.90833,"(35.37333, -116.90833)",1999.0,barstow,us
12636,Goose Creek,10946,Valid,H5,2132.3,Found,37.435,-98.31833,"(37.435, -98.31833)",1999.0,hutchinson,us
37438,Seminole (g),55293,Valid,H5,640.4,Found,32.71667,-102.65,"(32.71667, -102.65)",1999.0,andrews,us
22883,Majuba,30752,Valid,L5,370.0,Found,40.6265,-118.41033,"(40.6265, -118.41033)",1999.0,winnemucca,us
19733,Lea County 003,12752,Valid,H4,4.91,Found,32.04333,-103.15333000000001,"(32.04333, -103.15333)",1999.0,hobbs,us
21741,Lucerne Valley 017,14741,Valid,L6,12.8,Found,34.5,-116.95,"(34.5, -116.95)",1999.0,apple valley,us
16337,Harper Dry Lake 001,11832,Valid,LL3,13.0,Found,35.05102,-117.30672,"(35.05102, -117.30672)",1999.0,barstow,us
16338,Harper Dry Lake 002,11833,Valid,H6,12.0,Found,35.050670000000004,-117.30095,"(35.05067, -117.30095)",1999.0,barstow,us
16339,Harper Dry Lake 003,11834,Valid,L6,95.0,Found,35.0425,-117.30837,"(35.0425, -117.30837)",1999.0,barstow,us
16340,Harper Dry Lake 004,11835,Valid,LL3,37.0,Found,35.05523,-117.30256999999999,"(35.05523, -117.30257)",1999.0,barstow,us
16341,Harper Dry Lake 005,11836,Valid,H6,24.0,Found,35.05063,-117.30188000000001,"(35.05063, -117.30188)",1999.0,barstow,us
16342,Harper Dry Lake 006,11837,Valid,H6,26.0,Found,35.04722,-117.30752,"(35.04722, -117.30752)",1999.0,barstow,us
31980,Pelona Mountain,18785,Valid,H5,618.0,Found,33.66667,-108.1,"(33.66667, -108.1)",1999.0,silver city,us
37751,Superior Valley 002,23749,Valid,L6,145.0,Found,35.22358,-117.1136,"(35.22358, -117.1136)",2000.0,barstow,us
37750,Superior Valley 001,23748,Valid,H5,3.4,Found,35.25448,-117.10972,"(35.25448, -117.10972)",2000.0,barstow,us
37768,Superstition Mountain,23759,Valid,H5,333.0,Found,32.87083,-115.7825,"(32.87083, -115.7825)",2000.0,imperial,us
37696,Spade,23686,Valid,H6,8860.0,Found,34.00111,-102.12833,"(34.00111, -102.12833)",2000.0,plainview,us
37716,Statesboro,23715,Valid,L5,2158.26,Found,32.4375,-81.91667,"(32.4375, -81.91667)",2000.0,statesboro,us
9168,Dry Lake Valley,7734,Valid,L6,3.5,Found,37.72683,-114.7865,"(37.72683, -114.7865)",2000.0,saint george,us
38092,Tungsten Mountain 001,24072,Valid,H4,31.73,Found,39.636109999999995,-117.65472,"(39.63611, -117.65472)",2000.0,fallon,us
9409,El Mirage Dry Lake 001,7810,Valid,H5,1.5,Found,34.65433,-117.59638000000001,"(34.65433, -117.59638)",2000.0,adelanto,us
30973,Old Dominion Mine,18004,Valid,H4,42.0,Found,34.85958,-116.22113,"(34.85958, -116.22113)",2000.0,twentynine palms,us
12615,Gila Bend,30664,Valid,L5,3700.0,Found,33.03333,-112.61667,"(33.03333, -112.61667)",2000.0,buckeye,us
37622,Silver Dry Lake 002,23599,Valid,H6,16.5,Found,35.344429999999996,-116.11485,"(35.34443, -116.11485)",2000.0,pahrump,us
37621,Silver Dry Lake 001,23598,Valid,L4,218.8,Found,35.373329999999996,-116.125,"(35.37333, -116.125)",2000.0,pahrump,us
37618,Silurian Dry Lake,23595,Valid,LL6,43.8,Found,35.517520000000005,-116.17607,"(35.51752, -116.17607)",2000.0,pahrump,us
12631,Golden Mile,10941,Valid,H4,378.8,Found,35.89,-114.16667,"(35.89, -114.16667)",2000.0,boulder city,us
16409,Hualapai Wash,11917,Valid,L6,240.0,Found,35.86333,-114.19333,"(35.86333, -114.19333)",2000.0,boulder city,us
16343,Harper Dry Lake 007,11838,Valid,H5,166.7,Found,35.04953,-117.26357,"(35.04953, -117.26357)",2000.0,barstow,us
16344,Harper Dry Lake 008,11839,Valid,H6,12.5,Found,35.05193,-117.26138,"(35.05193, -117.26138)",2000.0,barstow,us
16357,Hartsel,30725,Valid,H4,490.0,Found,38.83333,-105.8,"(38.83333, -105.8)",2000.0,canon city,us
5577,Coyote Dry Lake 129,30472,Valid,H5,140.0,Found,35.06917,-116.7502,"(35.06917, -116.7502)",2000.0,barstow,us
5579,Coyote Dry Lake 132,30474,Valid,H4,17.4,Found,35.07028,-116.74847,"(35.07028, -116.74847)",2000.0,barstow,us
5628,Cuddeback Dry Lake 004,5483,Valid,H6,40.0,Found,35.30233,-117.46016999999999,"(35.30233, -117.46017)",2000.0,ridgecrest,us
5627,Cuddeback Dry Lake 003,5482,Valid,L6,7.5,Found,35.29183,-117.47067,"(35.29183, -117.47067)",2000.0,ridgecrest,us
5626,Cuddeback Dry Lake 002,5481,Valid,L6,95.0,Found,35.2755,-117.47833,"(35.2755, -117.47833)",2000.0,ridgecrest,us
5583,Coyote Dry Lake 142,30478,Valid,H4,32.22,Found,35.06725,-116.74853,"(35.06725, -116.74853)",2000.0,barstow,us
5582,Coyote Dry Lake 139,30477,Valid,H4,10.4,Found,35.05283,-116.76538000000001,"(35.05283, -116.76538)",2000.0,barstow,us
5581,Coyote Dry Lake 138,30476,Valid,H5,18.3,Found,35.05283,-116.76645,"(35.05283, -116.76645)",2000.0,barstow,us
5580,Coyote Dry Lake 134,30475,Valid,H5,117.5,Found,35.0925,-116.76083,"(35.0925, -116.76083)",2000.0,barstow,us
5578,Coyote Dry Lake 130,30473,Valid,H4,6.1,Found,35.06785,-116.7494,"(35.06785, -116.7494)",2000.0,barstow,us
5552,Cotopaxi,30451,Valid,"Iron, IAB-ung",243.0,Found,38.46483,-105.7015,"(38.46483, -105.7015)",2000.0,canon city,us
5140,Bluewing 001,5079,Valid,Eucrite-mmict,6.1,Found,40.2495,-118.93683,"(40.2495, -118.93683)",2000.0,fernley,us
35545,Rabbit Dry Lake,22366,Valid,L6,20.0,Found,34.44567,-117.01083,"(34.44567, -117.01083)",2000.0,apple valley,us
5629,Cuddeback Dry Lake 005,5484,Valid,H5,35.0,Found,35.31232,-117.45315,"(35.31232, -117.45315)",2000.0,ridgecrest,us
26159,Mohawk,34059,Valid,"Iron, IAB complex",586.0,Found,32.73,-113.71,"(32.73, -113.71)",2000.0,fortuna foothills,us
36067,Roach Dry Lake 003,22618,Valid,H5,4.2,Found,35.6717,-115.36721999999999,"(35.6717, -115.36722)",2000.0,spring valley,us
36066,Roach Dry Lake 002,22617,Valid,L6,5.0,Found,35.65933,-115.37167,"(35.65933, -115.37167)",2000.0,spring valley,us
36400,Roosevelt County 107,22762,Valid,L6,81.2,Found,34.21667,-103.13333,"(34.21667, -103.13333)",2000.0,clovis,us
26146,Milton,16691,Valid,"Pallasite, ungrouped",2040.0,Found,40.2875,-95.37666999999999,"(40.2875, -95.37667)",2000.0,maryville,us
5630,Cuddeback Dry Lake 006,5485,Valid,H6,0.5,Found,35.31227,-117.453,"(35.31227, -117.453)",2000.0,ridgecrest,us
5632,Cuddeback Dry Lake 008,5487,Valid,L6,18.02,Found,35.28333,-117.48333000000001,"(35.28333, -117.48333)",2000.0,ridgecrest,us
5631,Cuddeback Dry Lake 007,5486,Valid,L4,96.7,Found,35.3114,-117.45342,"(35.3114, -117.45342)",2000.0,ridgecrest,us
5633,Cuddeback Dry Lake 009,5488,Valid,H5,19.0,Found,35.318329999999996,-117.46667,"(35.31833, -117.46667)",2000.0,ridgecrest,us
5634,Cuddeback Dry Lake 010,5489,Valid,L5,10.5,Found,35.3112,-117.45465,"(35.3112, -117.45465)",2000.0,ridgecrest,us
5635,Cuddeback Dry Lake 011,5490,Valid,L6,10.69,Found,35.2758,-117.47877,"(35.2758, -117.47877)",2000.0,ridgecrest,us
5708,Danby Dry Lake,5510,Valid,H6,8991.0,Found,34.216667,-115.05,"(34.216667, -115.05)",2000.0,blythe,us
38322,Willcox Playa 002,24274,Valid,L6,12.0,Found,32.181670000000004,-109.7895,"(32.18167, -109.7895)",2001.0,safford,us
36399,Roosevelt County 106,22761,Valid,L6,98.8,Found,34.21667,-103.93333,"(34.21667, -103.93333)",2001.0,portales,us
36069,Roach Dry Lake 021,32763,Valid,H6,59.2,Found,35.672979999999995,-115.36717,"(35.67298, -115.36717)",2001.0,spring valley,us
36068,Roach Dry Lake 006,22619,Valid,H6,6.53,Found,35.68345,-115.34703,"(35.68345, -115.34703)",2001.0,spring valley,us
35992,Red Dry Lake 009,22544,Valid,H3.6,13.0,Found,35.62723,-114.04323000000001,"(35.62723, -114.04323)",2001.0,kingman,us
35991,Red Dry Lake 006,22543,Valid,H4,40.0,Found,35.62705,-114.04336,"(35.62705, -114.04336)",2001.0,kingman,us
35990,Red Dry Lake 005,22542,Valid,H6,12.0,Found,35.64645,-114.02853,"(35.64645, -114.02853)",2001.0,kingman,us
35989,Red Dry Lake 004,22541,Valid,H6,13.5,Found,35.6464,-114.02848999999999,"(35.6464, -114.02849)",2001.0,kingman,us
35987,Red Dry Lake 002,22539,Valid,H6,21.5,Found,35.653059999999996,-114.02436999999999,"(35.65306, -114.02437)",2001.0,kingman,us
35988,Red Dry Lake 003,22540,Valid,H6,94.0,Found,35.64552,-114.03068999999999,"(35.64552, -114.03069)",2001.0,kingman,us
38083,Tule Valley,24065,Valid,L6,17.69,Found,38.99861,-113.38167,"(38.99861, -113.38167)",2001.0,cedar city,us
38093,Tungsten Mountain 002,24073,Valid,H6,11.3,Found,39.67357,-117.60432,"(39.67357, -117.60432)",2001.0,fallon,us
38094,Tungsten Mountain 003,24074,Valid,H4,7.8,Found,39.684490000000004,-117.62071999999999,"(39.68449, -117.62072)",2001.0,fallon,us
37760,Superior Valley 011,23758,Valid,H6,2.52,Found,35.23617,-117.043,"(35.23617, -117.043)",2001.0,barstow,us
38095,Tungsten Mountain 004,24075,Valid,H6,8.1,Found,39.68444,-117.62021999999999,"(39.68444, -117.62022)",2001.0,fallon,us
38097,Tungsten Mountain 006,24077,Valid,L6,8.800000000000002,Found,39.68436,-117.62018,"(39.68436, -117.62018)",2001.0,fallon,us
38098,Tungsten Mountain 007,24078,Valid,H5,44.0,Found,39.685179999999995,-117.62105,"(39.68518, -117.62105)",2001.0,fallon,us
38099,Tungsten Mountain 008,24079,Valid,H5,7.0,Found,39.68072,-117.62778,"(39.68072, -117.62778)",2001.0,fallon,us
38100,Tungsten Mountain 009,24080,Valid,H4,31.0,Found,39.68035,-117.62918,"(39.68035, -117.62918)",2001.0,fallon,us
38101,Tungsten Mountain 010,24081,Valid,H5,13.4,Found,39.68432,-117.62052,"(39.68432, -117.62052)",2001.0,fallon,us
38096,Tungsten Mountain 005,24076,Valid,L6,4.7,Found,39.6844,-117.62007,"(39.6844, -117.62007)",2001.0,fallon,us
37759,Superior Valley 010,23757,Valid,L4,26.26,Found,35.23633,-117.04316999999999,"(35.23633, -117.04317)",2001.0,barstow,us
37758,Superior Valley 009,23756,Valid,L6,116.42,Found,35.23583,-117.044,"(35.23583, -117.044)",2001.0,barstow,us
37757,Superior Valley 008,23755,Valid,L6,77.44,Found,35.236,-117.044,"(35.236, -117.044)",2001.0,barstow,us
37723,Stewart Valley 001,55530,Valid,H6,75.59999999999998,Found,36.2058,-116.17042,"(36.2058, -116.17042)",2001.0,pahrump,us
37724,Stewart Valley 002,55531,Valid,L6,28.9,Found,36.20758,-116.16918000000001,"(36.20758, -116.16918)",2001.0,pahrump,us
37725,Stewart Valley 003,55588,Valid,H4,6.8,Found,36.211529999999996,-116.16785,"(36.21153, -116.16785)",2001.0,pahrump,us
37726,Stewart Valley 004,55532,Valid,L6,58.9,Found,36.25547,-116.18552,"(36.25547, -116.18552)",2001.0,pahrump,us
37727,Stewart Valley 005,55533,Valid,L6,62.0,Found,36.22907,-116.17935,"(36.22907, -116.17935)",2001.0,pahrump,us
37728,Stewart Valley 006,55534,Valid,H4,20.1,Found,36.23728,-116.1722,"(36.23728, -116.1722)",2001.0,pahrump,us
37729,Stewart Valley 007,55535,Valid,H4,8.7,Found,36.23722,-116.17241999999999,"(36.23722, -116.17242)",2001.0,pahrump,us
37730,Stewart Valley 008,55536,Valid,H6,4.2,Found,36.237429999999996,-116.17223,"(36.23743, -116.17223)",2001.0,pahrump,us
37752,Superior Valley 003,23750,Valid,H6,65.6,Found,35.24742,-117.0999,"(35.24742, -117.0999)",2001.0,barstow,us
37753,Superior Valley 004,23751,Valid,L6,15.3,Found,35.23533,-117.1005,"(35.23533, -117.1005)",2001.0,barstow,us
37754,Superior Valley 005,23752,Valid,H6,32.92,Found,35.238,-117.0365,"(35.238, -117.0365)",2001.0,barstow,us
37755,Superior Valley 006,23753,Valid,H6,78.5,Found,35.23883,-117.02667,"(35.23883, -117.02667)",2001.0,barstow,us
37756,Superior Valley 007,23754,Valid,L6,67.21,Found,35.23833,-117.03283,"(35.23833, -117.03283)",2001.0,barstow,us
31337,Payson,18178,Valid,L6,1728.0,Found,34.23333,-111.4,"(34.23333, -111.4)",2001.0,payson,us
8306,Diamond Valley,7641,Valid,H5,440.0,Found,40.08173,-115.93673000000001,"(40.08173, -115.93673)",2001.0,elko,us
9410,El Mirage Dry Lake 002,7811,Valid,H4,13.0,Found,34.64667,-117.58108,"(34.64667, -117.58108)",2001.0,adelanto,us
5148,Bluewing 008,5086,Valid,H5,451.7,Found,40.27957,-118.94641999999999,"(40.27957, -118.94642)",2001.0,fernley,us
5588,Coyote Dry Lake 159,30483,Valid,H5,17.7,Found,35.05865,-116.76872,"(35.05865, -116.76872)",2001.0,barstow,us
5587,Coyote Dry Lake 155,30482,Valid,H4,17.02,Found,35.06847,-116.76905,"(35.06847, -116.76905)",2001.0,barstow,us
5586,Coyote Dry Lake 153,30481,Valid,H5,13.87,Found,35.07362,-116.76371999999999,"(35.07362, -116.76372)",2001.0,barstow,us
5585,Coyote Dry Lake 152,30480,Valid,H5,10.84,Found,35.05607,-116.72365,"(35.05607, -116.72365)",2001.0,barstow,us
5584,Coyote Dry Lake 151,30479,Valid,H6,90.04,Found,35.056020000000004,-116.72368,"(35.05602, -116.72368)",2001.0,barstow,us
21643,Little Ash Creek,14662,Valid,L5,21.4,Found,34.38667,-112.02833000000001,"(34.38667, -112.02833)",2001.0,camp verde,us
3447,Arches,2328,Valid,L5,534.0,Found,38.68867,-109.58516999999999,"(38.68867, -109.58517)",2001.0,redlands,us
17408,Kumiva Valley,12376,Valid,H5,30.15,Found,40.37972,-119.08639,"(40.37972, -119.08639)",2001.0,fernley,us
26286,Mud Dry Lake,16840,Valid,H3,18255.0,Found,37.8594,-117.02096999999999,"(37.8594, -117.02097)",2002.0,pahrump,us
5138,Bluebird,30445,Valid,L6,3650.0,Found,35.8675,-114.19167,"(35.8675, -114.19167)",2002.0,boulder city,us
11757,Franconia,10174,Valid,H5,100000.0,Found,34.71637,-114.22197,"(34.71637, -114.22197)",2002.0,lake havasu city,us
11754,Fountain Hills,30565,Valid,CBa,60.0,Found,33.61,-111.72,"(33.61, -111.72)",2002.0,fountain hills,us
21742,Lucerne Valley 018,14742,Valid,H6,0.97,Found,34.48793,-116.9488,"(34.48793, -116.9488)",2002.0,apple valley,us
21743,Lucerne Valley 019,14743,Valid,L6,3.91,Found,34.48868,-116.94985,"(34.48868, -116.94985)",2002.0,apple valley,us
21744,Lucerne Valley 020,14744,Valid,H6,18.4,Found,34.4918,-116.943,"(34.4918, -116.943)",2002.0,apple valley,us
5261,Bunker Hill,54611,Valid,L6,28000.0,Found,38.84833,-98.72383,"(38.84833, -98.72383)",2002.0,great bend,us
5589,Coyote Dry Lake 160,30484,Valid,H5,76.88,Found,35.06152,-116.76295,"(35.06152, -116.76295)",2002.0,barstow,us
5590,Coyote Dry Lake 162,30485,Valid,H5,9.87,Found,35.07802,-116.76777,"(35.07802, -116.76777)",2002.0,barstow,us
5591,Coyote Dry Lake 163,30486,Valid,H5,16.66,Found,35.07,-116.77,"(35.07, -116.77)",2002.0,barstow,us
5592,Coyote Dry Lake 164,30487,Valid,H5,43.0,Found,35.05835,-116.77403000000001,"(35.05835, -116.77403)",2002.0,barstow,us
5593,Coyote Dry Lake 165,30488,Valid,L6,42.57,Found,35.06888,-116.76196999999999,"(35.06888, -116.76197)",2002.0,barstow,us
5594,Coyote Dry Lake 175,30489,Valid,H6,36.35,Found,35.05475,-116.75431999999999,"(35.05475, -116.75432)",2002.0,barstow,us
21745,Lucerne Valley 021,14745,Valid,H6,3.92,Found,34.493120000000005,-116.94662,"(34.49312, -116.94662)",2002.0,apple valley,us
21746,Lucerne Valley 022,14746,Valid,LL4,16.49,Found,34.49058,-116.95031999999999,"(34.49058, -116.95032)",2002.0,apple valley,us
21747,Lucerne Valley 023,14747,Valid,L6,7.56,Found,34.49095,-116.95038000000001,"(34.49095, -116.95038)",2002.0,apple valley,us
5636,Cuddeback Dry Lake 012,5491,Valid,H5,0.72,Found,35.31217,-117.453,"(35.31217, -117.453)",2002.0,ridgecrest,us
35993,Red Dry Lake 022,22545,Valid,H6,17.0,Found,35.66185,-114.0271,"(35.66185, -114.0271)",2002.0,kingman,us
35994,Red Dry Lake 023,22546,Valid,L5,5.9,Found,35.66375,-114.02698000000001,"(35.66375, -114.02698)",2002.0,kingman,us
35999,Red Dry Lake 031,22547,Valid,H4,4.8,Found,35.69733,-114.06166999999999,"(35.69733, -114.06167)",2002.0,kingman,us
36070,Roach Dry Lake 027,22620,Valid,H5,18.65,Found,35.68078,-115.34062,"(35.68078, -115.34062)",2002.0,spring valley,us
36071,Roach Dry Lake 030,22621,Valid,EL6,10.13,Found,35.67405,-115.36806999999999,"(35.67405, -115.36807)",2002.0,spring valley,us
36072,Roach Dry Lake 031,22622,Valid,H6,36.2,Found,35.6701,-115.37248000000001,"(35.6701, -115.37248)",2002.0,spring valley,us
36073,Roach Dry Lake 064,22623,Valid,H6,18.26,Found,35.67725,-115.3566,"(35.67725, -115.3566)",2002.0,spring valley,us
36074,Roach Dry Lake 075,22624,Valid,H6,29.9,Found,35.67355,-115.35067,"(35.67355, -115.35067)",2002.0,spring valley,us
11660,Essex,10056,Valid,H5,5000.0,Found,34.611670000000004,-115.03333,"(34.61167, -115.03333)",2002.0,bullhead city,us
32072,Quartzsite,35634,Valid,L4,69.7,Found,33.68085,-114.1958,"(33.68085, -114.1958)",2002.0,blythe,us
9162,Dougherty,7724,Valid,L6,1113.0,Found,33.97917,-101.2,"(33.97917, -101.2)",2002.0,plainview,us
9182,Dutch Flat,7753,Valid,"Iron, IIAB",48.8,Found,34.48333,-113.91667,"(34.48333, -113.91667)",2002.0,lake havasu city,us
38341,Winterhaven,47732,Valid,Howardite,2100.0,Found,32.95,-114.66666699999999,"(32.95, -114.666667)",2002.0,yuma,us
37714,Starvation Flat,44800,Valid,L5,1250.0,Found,36.7845,-114.94967,"(36.7845, -114.94967)",2002.0,sunrise manor,us
36904,Sawtooth Knob,23191,Valid,"Iron, IIAB",18.54,Found,40.86217,-118.54167,"(40.86217, -118.54167)",2002.0,winnemucca,us
37763,Superior Valley 018,32768,Valid,H5,2.74,Found,35.236670000000004,-117.03945,"(35.23667, -117.03945)",2002.0,barstow,us
37762,Superior Valley 014,34064,Valid,Acapulcoite,1.77,Found,35.236,-117.04212,"(35.236, -117.04212)",2002.0,barstow,us
37761,Superior Valley 013,32767,Valid,L5,2.74,Found,35.23333,-117.03945,"(35.23333, -117.03945)",2002.0,barstow,us
17346,Keystone Lake,57290,Valid,L5,787.0,Found,36.28402,-96.43701,"(36.28402, -96.43701)",2003.0,sand springs,us
35995,Red Dry Lake 024,31306,Valid,L5,17.9,Found,35.69732,-114.032,"(35.69732, -114.032)",2003.0,kingman,us
35996,Red Dry Lake 025,31307,Valid,L5/6,6.55,Found,35.67947,-114.04338,"(35.67947, -114.04338)",2003.0,kingman,us
16410,Hualapai Wash 020,11918,Valid,H5,60.9,Found,35.83833,-114.16617,"(35.83833, -114.16617)",2003.0,kingman,us
16549,Jay Bird Springs,47731,Valid,Pallasite,292.0,Found,32.133333,-82.983333,"(32.133333, -82.983333)",2003.0,dublin,us
21792,Lunar Dry Lake,30749,Valid,L5,32.5,Found,38.39918,-115.9967,"(38.39918, -115.9967)",2003.0,pahrump,us
36428,Sacramento Wash 001,34065,Valid,H4,98.9,Found,34.756370000000004,-114.23435,"(34.75637, -114.23435)",2003.0,lake havasu city,us
21771,Lucerne Valley 051,44718,Valid,L5,6.0,Found,34.525,-116.95333000000001,"(34.525, -116.95333)",2003.0,apple valley,us
21753,Lucerne Valley 029,35467,Valid,CK4,10.1,Found,34.487,-116.956,"(34.487, -116.956)",2003.0,apple valley,us
21752,Lucerne Valley 028,35466,Valid,CK4,3.0,Found,34.4875,-116.95567,"(34.4875, -116.95567)",2003.0,apple valley,us
21751,Lucerne Valley 027,30747,Valid,L6,3.1,Found,34.48715,-116.95336999999999,"(34.48715, -116.95337)",2003.0,apple valley,us
21750,Lucerne Valley 026,30746,Valid,L5,5.6,Found,34.5001,-116.94216999999999,"(34.5001, -116.94217)",2003.0,apple valley,us
21749,Lucerne Valley 025,31364,Valid,H4,21.0,Found,34.510870000000004,-116.93545,"(34.51087, -116.93545)",2003.0,apple valley,us
21748,Lucerne Valley 024,14748,Valid,L6,2.71,Found,34.49553,-116.9471,"(34.49553, -116.9471)",2003.0,apple valley,us
36281,Rock Springs,22639,Valid,L6,52.7,Found,41.65,-109.025,"(41.65, -109.025)",2003.0,rock springs,us
763,Park Forest,18106,Valid,L5,18000.0,Fell,41.48472,-87.67917,"(41.48472, -87.67917)",2003.0,park forest,us
38257,Warm Springs Wilderness,32769,Valid,H4-6,156.9,Found,34.78698,-114.25052,"(34.78698, -114.25052)",2003.0,lake havasu city,us
38102,Tungsten Mountain 011,50908,Valid,CV3,186.52,Found,39.683333000000005,-117.61666699999999,"(39.683333, -117.616667)",2003.0,fallon,us
37765,Superior Valley 020,31331,Valid,L6,307.75,Found,35.23858,-117.02628,"(35.23858, -117.02628)",2003.0,barstow,us
690,New Orleans,16960,Valid,H5,19256.0,Fell,29.94718,-90.10976,"(29.94718, -90.10976)",2003.0,new orleans,us
37733,Stewart Valley 011,55539,Valid,H6,49.6,Found,36.21017,-116.16825,"(36.21017, -116.16825)",2003.0,pahrump,us
37731,Stewart Valley 009,55537,Valid,LL5,375.0,Found,36.17557,-116.159,"(36.17557, -116.159)",2003.0,pahrump,us
37732,Stewart Valley 010,55538,Valid,H5,41.7,Found,36.18472,-116.14341999999999,"(36.18472, -116.14342)",2003.0,pahrump,us
22884,Majuba 002,30753,Valid,H4,2420.0,Found,40.62832,-118.4167,"(40.62832, -118.4167)",2003.0,winnemucca,us
