,name,id,nametype,recclass,mass (g),fall,reclat,reclong,GeoLocation,Year,City,Country
26343,Naruna (a),16916,Valid,H4,672.3,Found,30.95,-98.26666999999999,"(30.95, -98.26667)",1935.0,copperas cove,us
16368,Hawk Springs,11862,Valid,H5,367.0,Found,41.78333,-104.28333,"(41.78333, -104.28333)",1935.0,torrington,us
32071,Quartz Mountain,18910,Valid,"Iron, IIIAB",4832.0,Found,37.2,-116.7,"(37.2, -116.7)",1935.0,pahrump,us
31991,Phillips County (pallasite),18807,Valid,"Pallasite, PMG-an",1360.0,Found,40.45,-102.38333,"(40.45, -102.38333)",1935.0,sterling,us
31104,Paloduro,18081,Valid,"Iron, IIIE",3000.0,Found,34.9,-101.21667,"(34.9, -101.21667)",1935.0,pampa,us
32000,Pine Bluffs,18824,Valid,H,2700.0,Found,41.18333,-104.06667,"(41.18333, -104.06667)",1935.0,cheyenne,us
37473,Shallowater,23522,Valid,Aubrite,4650.0,Found,33.7,-101.93333,"(33.7, -101.93333)",1936.0,lubbock,us
37441,Seneca,23497,Valid,H4,1900.0,Found,39.83333,-96.06667,"(39.83333, -96.06667)",1936.0,beatrice,us
26323,Muroc,16879,Valid,L,18.4,Found,34.91667,-117.83333,"(34.91667, -117.83333)",1936.0,california city,us
12649,Grant County,10958,Valid,L6,2300.0,Found,37.46667,-101.43333,"(37.46667, -101.43333)",1936.0,liberal,us
26324,Muroc Dry Lake,16880,Valid,L6,223.0,Found,34.91667,-117.83333,"(34.91667, -117.83333)",1936.0,california city,us
12620,Gladstone (stone),10921,Valid,H4,57300.0,Found,36.3,-104.0,"(36.3, -104.0)",1936.0,raton,us
38386,Wray (a),24338,Valid,H4-an,281.7,Found,40.05,-102.2,"(40.05, -102.2)",1936.0,sterling,us
11632,Elkhart,10017,Valid,H5,573.0,Found,37.01667,-101.88333,"(37.01667, -101.88333)",1936.0,guymon,us
17335,Karval,12265,Valid,H5,1104.0,Found,38.71667,-103.51666999999999,"(38.71667, -103.51667)",1936.0,lamar,us
5646,Cuero,5493,Valid,H5,46500.0,Found,29.01667,-97.28333,"(29.01667, -97.28333)",1936.0,victoria,us
5395,Cashion,5287,Valid,H4,5896.8,Found,35.84778,-97.70333000000001,"(35.84778, -97.70333)",1936.0,guthrie,us
11644,Elton,10029,Valid,"Iron, ungrouped",1900.0,Found,33.71667,-100.83333,"(33.71667, -100.83333)",1936.0,plainview,us
5449,Channing,5324,Valid,H5,15300.0,Found,35.71667,-102.28333,"(35.71667, -102.28333)",1936.0,dumas,us
38201,Ute Creek,24134,Valid,H4,1000.0,Found,36.2,-103.9,"(36.2, -103.9)",1936.0,raton,us
1535,Adrian,388,Valid,H4,22600.0,Found,35.15,-102.71667,"(35.15, -102.71667)",1936.0,hereford,us
36285,Rolla (1936),22646,Valid,H5,440.0,Found,37.11667,-101.6,"(37.11667, -101.6)",1936.0,guymon,us
11675,Farley,10073,Valid,H5,19400.0,Found,36.33333,-104.05,"(36.33333, -104.05)",1936.0,raton,us
16476,Hugo (stone),11983,Valid,H5,80.0,Found,39.13333,-103.48333000000001,"(39.13333, -103.48333)",1936.0,fort morgan,us
1560,Aiken,421,Valid,OC,956.0,Found,34.2,-101.5,"(34.2, -101.5)",1936.0,plainview,us
22907,Marlow,15428,Valid,L5,68000.0,Found,34.6,-97.91667,"(34.6, -97.91667)",1936.0,duncan,us
15970,Hale Center (no. 1),11477,Valid,L5,610.0,Found,34.05,-101.75,"(34.05, -101.75)",1936.0,plainview,us
21650,Livingston (Montana),14668,Valid,"Iron, IIIAB",1600.0,Found,45.6,-110.58333,"(45.6, -110.58333)",1936.0,livingston,us
26371,New Leipzig,16955,Valid,"Iron, IAB-MG",20000.0,Found,46.36667,-101.95,"(46.36667, -101.95)",1936.0,dickinson,us
15971,Hale Center (no. 2),11478,Valid,H4,695.0,Found,34.05,-101.75,"(34.05, -101.75)",1936.0,plainview,us
36817,Sanderson,23135,Valid,"Iron, IIIAB",6800.0,Found,30.133329999999997,-102.15,"(30.13333, -102.15)",1936.0,del rio,us
3459,Arriba,2339,Valid,L5,31100.0,Found,39.3,-103.25,"(39.3, -103.25)",1936.0,fort morgan,us
216,Crescent,5470,Valid,CM2,78.4,Fell,35.95,-97.58333,"(35.95, -97.58333)",1936.0,guthrie,us
37669,Smith Center,23649,Valid,L6,1585.0,Found,39.83333,-99.01666999999999,"(39.83333, -99.01667)",1937.0,kearney,us
37699,Springfield,23689,Valid,L6,3200.0,Found,37.38333,-102.63333,"(37.38333, -102.63333)",1937.0,lamar,us
31978,Peetz,18783,Valid,L6,11500.0,Found,40.95,-103.08333,"(40.95, -103.08333)",1937.0,sterling,us
37700,Springfield (b),23690,Valid,L,229.3,Found,37.48333,-102.67667,"(37.48333, -102.67667)",1937.0,lamar,us
26215,Mount Morris (Wisconsin),16783,Valid,"Iron, IAB-an",676.0,Found,44.0,-89.25,"(44.0, -89.25)",1937.0,portage,us
3445,Arcadia,2326,Valid,LL6,19400.0,Found,41.41667,-99.1,"(41.41667, -99.1)",1937.0,kearney,us
5067,Beenham,4995,Valid,L5,44400.0,Found,36.21667,-103.65,"(36.21667, -103.65)",1937.0,raton,us
38303,Whitman,24254,Valid,H5,221.0,Found,42.03333,-101.5,"(42.03333, -101.5)",1937.0,north platte,us
37917,Texline,23906,Valid,H5,26200.0,Found,36.4,-103.01666999999999,"(36.4, -103.01667)",1937.0,dumas,us
37418,Scurry,23468,Valid,H5,118000.0,Found,32.5,-101.0,"(32.5, -101.0)",1937.0,snyder,us
5197,Brady,5129,Valid,L6,927.0,Found,31.05,-99.46667,"(31.05, -99.46667)",1937.0,brownwood,us
1620,Alamosa,450,Valid,L6,1800.0,Found,37.46667,-105.86667,"(37.46667, -105.86667)",1937.0,alamosa,us
38246,Waldo,24202,Valid,L6,1300.0,Found,39.1,-98.83333,"(39.1, -98.83333)",1937.0,hays,us
37476,Shaw,23526,Valid,L6/7,17500.0,Found,39.53333,-103.33333,"(39.53333, -103.33333)",1937.0,fort morgan,us
16517,Ingalls,12033,Valid,H6,226.0,Found,37.83333,-100.45,"(37.83333, -100.45)",1937.0,dodge city,us
12643,Grady (1937),10952,Valid,H3.7,9300.0,Found,34.8,-103.31667,"(34.8, -103.31667)",1937.0,clovis,us
5476,Clark County,5373,Valid,"Iron, IIIF",11300.0,Found,38.0,-84.16667,"(38.0, -84.16667)",1937.0,winchester,us
17433,Ladder Creek,12410,Valid,L6,35100.0,Found,38.61667,-101.63333,"(38.61667, -101.63333)",1937.0,garden city,us
16335,Hardwick,11828,Valid,L4,7800.0,Found,43.8,-96.16667,"(43.8, -96.16667)",1937.0,brandon,us
17469,Laketon,12448,Valid,L6,3600.0,Found,35.56667,-100.66667,"(35.56667, -100.66667)",1937.0,pampa,us
21648,Little Spring Creek,30743,Valid,H5,2950.0,Found,37.68333,-105.7,"(37.68333, -105.7)",1937.0,alamosa,us
21651,Livingston (Tennessee),14669,Valid,"Iron, IAB-ung",235.0,Found,36.41667,-85.25,"(36.41667, -85.25)",1937.0,cookeville,us
5532,Coolidge,5434,Valid,C4-ung,4500.0,Found,38.03333,-101.98333000000001,"(38.03333, -101.98333)",1937.0,lamar,us
11683,Ferguson Switch,10089,Valid,H5,1700.0,Found,34.0,-101.5,"(34.0, -101.5)",1937.0,plainview,us
11676,Farnum,10076,Valid,L5,4200.0,Found,40.25,-100.23333000000001,"(40.25, -100.23333)",1937.0,lexington,us
21638,Lincoln County,14654,Valid,L6,4500.0,Found,39.36667,-103.16667,"(39.36667, -103.16667)",1937.0,fort morgan,us
17339,Kelly,12273,Valid,LL4,44300.0,Found,40.46667,-103.03333,"(40.46667, -103.03333)",1937.0,sterling,us
5437,Cedar (Kansas),5302,Valid,H6,4900.0,Found,39.7,-98.98333000000001,"(39.7, -98.98333)",1937.0,hays,us
16406,Horse Creek,11910,Valid,"Iron, ungrouped",570.0,Found,37.58333,-102.76666999999999,"(37.58333, -102.76667)",1937.0,lamar,us
17289,Johnson City,12197,Valid,L6,10400.0,Found,37.55,-101.68333,"(37.55, -101.68333)",1937.0,guymon,us
5208,Broken Bow,5145,Valid,H4,6800.0,Found,41.43333,-99.7,"(41.43333, -99.7)",1937.0,lexington,us
5214,Brownfield (1937),5151,Valid,H3.7,40960.0,Found,33.21667,-102.18333,"(33.21667, -102.18333)",1937.0,brownfield,us
5206,Bristol,5143,Valid,"Iron, IVA",20000.0,Found,36.56667,-82.18333,"(36.56667, -82.18333)",1937.0,bristol,us
16366,Haviland (a),11860,Valid,H5,1035.0,Found,37.61667,-99.1,"(37.61667, -99.1)",1937.0,great bend,us
16397,Holly,11898,Valid,H4,299.0,Found,38.06667,-102.1,"(38.06667, -102.1)",1937.0,lamar,us
37900,Tatum,23886,Valid,H4,1787.0,Found,33.23333,-103.44167,"(33.23333, -103.44167)",1938.0,lovington,us
36290,Romero,22651,Valid,H4,17200.0,Found,35.76667,-102.95,"(35.76667, -102.95)",1938.0,tucumcari,us
3432,Apex,2315,Valid,L6,6.1,Found,39.75,-105.2,"(39.75, -105.2)",1938.0,golden,us
35845,Ransom,22393,Valid,H4,15000.0,Found,38.61667,-99.93333,"(38.61667, -99.93333)",1938.0,hays,us
16408,Howe,11914,Valid,H5,8630.0,Found,33.5,-96.6,"(33.5, -96.6)",1938.0,sherman,us
97,Benld,5021,Valid,H6,1770.5,Fell,39.08333,-89.15,"(39.08333, -89.15)",1938.0,taylorville,us
37707,St. Ann,23079,Valid,H6,373.5,Found,40.45,-100.75,"(40.45, -100.75)",1938.0,north platte,us
16351,Harriman (Om),11841,Valid,"Iron, IIIAB",13000.0,Found,35.95,-84.56667,"(35.95, -84.56667)",1938.0,oak ridge,us
5034,Bartlett,4953,Valid,"Iron, IIIAB",8590.0,Found,30.83333,-97.5,"(30.83333, -97.5)",1938.0,belton,us
12565,Garnett,10862,Valid,H4,4788.0,Found,38.26667,-95.25,"(38.26667, -95.25)",1938.0,ottawa,us
37624,Silverton (Texas),23601,Valid,H4,2576.0,Found,34.53333,-101.18333,"(34.53333, -101.18333)",1938.0,plainview,us
5436,Cavour,5300,Valid,H6,26210.0,Found,44.221494,-98.05919200000001,"(44.221494, -98.059192)",1938.0,huron,us
1619,Alamogordo,449,Valid,H5,13600.0,Found,32.9,-105.93333,"(32.9, -105.93333)",1938.0,alamogordo,us
12637,Goose Lake,10947,Valid,"Iron, IAB-sLL",1169500.0,Found,41.98,-120.54167,"(41.98, -120.54167)",1938.0,altamont,us
36422,Rush Creek,22786,Valid,L6,9300.0,Found,38.61667,-102.71667,"(38.61667, -102.71667)",1938.0,lamar,us
202,Chicora,5349,Valid,LL6,303.0,Fell,40.93333,-79.73333000000001,"(40.93333, -79.73333)",1938.0,butler,us
126,Bloomington,5076,Valid,LL6,67.8,Fell,40.48,-89.00417,"(40.48, -89.00417)",1938.0,bloomington,us
36880,Sandtown,23157,Valid,"Iron, IIIAB",9350.0,Found,35.93333,-91.63333,"(35.93333, -91.63333)",1938.0,batesville,us
37685,Soper,23669,Valid,"Iron, ungrouped",3700.0,Found,34.03333,-95.58333,"(34.03333, -95.58333)",1938.0,paris,us
26365,Ness County (1938),16947,Valid,H4,652.0,Found,38.48333,-99.91667,"(38.48333, -99.91667)",1938.0,hays,us
26351,Nazareth (a),16928,Valid,L6,44.0,Found,34.5,-102.25,"(34.5, -102.25)",1938.0,hereford,us
4999,Atlanta,4886,Valid,EL6,5500.0,Found,31.8,-92.75,"(31.8, -92.75)",1938.0,natchitoches,us
5007,Aurora,4901,Valid,H4,1000.0,Found,36.33333,-105.05,"(36.33333, -105.05)",1938.0,taos,us
5171,Bonita Springs,5104,Valid,H5,41800.0,Found,26.26667,-81.75,"(26.26667, -81.75)",1938.0,naples park,us
26162,Monahans (1938),16718,Valid,"Iron, IIF",27900.0,Found,31.48333,-102.88333,"(31.48333, -102.88333)",1938.0,west odessa,us
38387,Wray (b),24339,Valid,L5,3884.0,Found,40.33083,-102.19583,"(40.33083, -102.19583)",1938.0,sterling,us
21723,Lubbock,14722,Valid,L5,1457.8,Found,33.6,-101.73333000000001,"(33.6, -101.73333)",1938.0,lubbock,us
38316,Wiley,24268,Valid,"Iron, IIC",3500.0,Found,38.15,-102.66667,"(38.15, -102.66667)",1938.0,lamar,us
64,Aztec,4913,Valid,L6,2830.0,Fell,36.8,-108.0,"(36.8, -108.0)",1938.0,aztec,us
5303,Calico Rock,5198,Valid,"Iron, IIAB",7275.0,Found,36.08333,-92.15,"(36.08333, -92.15)",1938.0,mountain home,us
22896,Mapleton,15410,Valid,"Iron, IIIAB",49000.0,Found,42.18333,-95.71667,"(42.18333, -95.71667)",1939.0,storm lake,us
16514,Indianola,12030,Valid,L5,4000.0,Found,40.23333,-100.41667,"(40.23333, -100.41667)",1939.0,lexington,us
26348,Nashville (stone),16921,Valid,L6,25000.0,Found,37.45,-98.41667,"(37.45, -98.41667)",1939.0,hutchinson,us
36286,Rolla (1939),22647,Valid,H4,207.5,Found,37.11667,-101.6,"(37.11667, -101.6)",1939.0,guymon,us
17345,Keyes,12287,Valid,L6,142000.0,Found,36.71667,-102.5,"(36.71667, -102.5)",1939.0,dumas,us
38260,Wathena,24220,Valid,"Iron, IIAB",566.0,Found,39.81667,-94.91667,"(39.81667, -94.91667)",1939.0,saint joseph,us
16361,Hat Creek,11853,Valid,H4,8900.0,Found,42.91667,-104.41667,"(42.91667, -104.41667)",1939.0,torrington,us
36410,Round Top (b),22769,Valid,H4,7166.0,Found,30.066670000000002,-96.7,"(30.06667, -96.7)",1939.0,brenham,us
31997,Pierceville (stone),18820,Valid,L6,2125.0,Found,37.86667,-100.66667,"(37.86667, -100.66667)",1939.0,garden city,us
37619,Silver Bell,23596,Valid,"Iron, IIAB",5100.0,Found,32.48333,-111.56667,"(32.48333, -111.56667)",1939.0,eloy,us
22928,McLean,15464,Valid,H6,4300.0,Found,35.23333,-100.6,"(35.23333, -100.6)",1939.0,pampa,us
464,Kendleton,12275,Valid,L4,6937.0,Fell,29.45,-96.0,"(29.45, -96.0)",1939.0,wharton,us
5514,Concho,5417,Valid,L6,93500.0,Found,32.0,-101.5,"(32.0, -101.5)",1939.0,big spring,us
26380,Newsom,16963,Valid,L6,892.0,Found,37.6,-105.83333,"(37.6, -105.83333)",1939.0,alamosa,us
5274,Bushnell,5180,Valid,H4,1240.0,Found,41.23333,-103.9,"(41.23333, -103.9)",1939.0,scottsbluff,us
31088,Ovid,18057,Valid,H6,6169.0,Found,40.96667,-102.4,"(40.96667, -102.4)",1939.0,sterling,us
1063,Washougal,24218,Valid,Howardite,225.0,Fell,45.58333,-122.35,"(45.58333, -122.35)",1939.0,washougal,us
3449,Argonia,2331,Valid,"Pallasite, PMG-an",84.0,Found,37.26667,-97.76666999999999,"(37.26667, -97.76667)",1940.0,haysville,us
38289,Wellman (a),24237,Valid,H5,55000.0,Found,33.03333,-102.33333,"(33.03333, -102.33333)",1940.0,brownfield,us
5510,Comanche (iron),5414,Valid,"Iron, IAB-sLL",19700.0,Found,32.01667,-98.7,"(32.01667, -98.7)",1940.0,brownwood,us
5060,Beaver,4985,Valid,L5,25628.0,Found,36.8,-100.53333,"(36.8, -100.53333)",1940.0,liberal,us
16404,Horace,11908,Valid,H5,19700.0,Found,38.35,-101.78333,"(38.35, -101.78333)",1940.0,lamar,us
3442,Arapahoe,2323,Valid,L5,19083.0,Found,38.8,-102.2,"(38.8, -102.2)",1940.0,lamar,us
1564,Akron (1940),430,Valid,H6,1050.0,Found,40.15,-103.16667,"(40.15, -103.16667)",1940.0,sterling,us
36406,Rosamond Dry Lake,22764,Valid,L,850.0,Found,34.83333,-118.06667,"(34.83333, -118.06667)",1940.0,lancaster,us
38307,Wickenburg (stone),24258,Valid,L6,9200.0,Found,33.96667,-112.73333000000001,"(33.96667, -112.73333)",1940.0,sun city west,us
38311,Wilburton,24262,Valid,H5,207.8,Found,37.08333,-101.76666999999999,"(37.08333, -101.76667)",1940.0,guymon,us
21640,Linwood,14657,Valid,"Iron, IAB-MG",46000.0,Found,41.43333,-96.96667,"(41.43333, -96.96667)",1940.0,columbus,us
11699,Fleming,10110,Valid,H3.7,1750.0,Found,40.68333,-102.81667,"(40.68333, -102.81667)",1940.0,sterling,us
5202,Brewster,5137,Valid,L6,17000.0,Found,39.25,-101.33333,"(39.25, -101.33333)",1940.0,garden city,us
5614,Cranfills Gap,5464,Valid,H6,6000.0,Found,31.75,-97.75,"(31.75, -97.75)",1940.0,gatesville,us
31146,Parma Canyon,18107,Valid,Iron,2150.0,Found,43.8,-117.0,"(43.8, -117.0)",1940.0,ontario,us
26391,Norcateur,16991,Valid,L6,3200.0,Found,39.81667,-100.2,"(39.81667, -100.2)",1940.0,lexington,us
5547,Cortez,5449,Valid,H6,715.6,Found,37.35,-108.68333,"(37.35, -108.68333)",1940.0,cortez,us
5205,Briscoe,5142,Valid,L5,1773.0,Found,34.35,-101.4,"(34.35, -101.4)",1940.0,plainview,us
37450,Seymour,23511,Valid,"Iron, IAB-MG",25900.0,Found,37.2375,-92.78694,"(37.2375, -92.78694)",1940.0,lebanon,us
5496,Colby (Kansas),5394,Valid,H5,2400.0,Found,39.41667,-101.05,"(39.41667, -101.05)",1940.0,garden city,us
37671,Smithonia,23651,Valid,"Iron, IIAB",69900.0,Found,34.0,-83.16667,"(34.0, -83.16667)",1940.0,winder,us
6827,De Nova,6624,Valid,L6,12700.0,Found,39.85,-102.95,"(39.85, -102.95)",1940.0,sterling,us
36893,Sardis,23177,Valid,"Iron, IAB complex",800000.0,Found,32.948890000000006,-81.865,"(32.94889, -81.865)",1940.0,statesboro,us
5263,Burdett,5167,Valid,H5,8600.0,Found,38.23333,-99.53333,"(38.23333, -99.53333)",1940.0,hays,us
31080,Otis,18044,Valid,L6,2600.0,Found,38.53333,-99.05,"(38.53333, -99.05)",1940.0,great bend,us
17473,Lamont,12453,Valid,Mesosiderite,38690.0,Found,38.07778,-96.02639,"(38.07778, -96.02639)",1940.0,emporia,us
6820,Davy (a),6616,Valid,L4,50600.0,Found,29.1,-97.6,"(29.1, -97.6)",1940.0,seguin,us
21795,Lusk,14761,Valid,Iron,46.0,Found,42.76667,-104.35,"(42.76667, -104.35)",1940.0,torrington,us
19734,Leander,12753,Valid,L4,760.0,Found,30.6,-97.9,"(30.6, -97.9)",1940.0,leander,us
9183,Dwight,7756,Valid,L6,4100.0,Found,38.85,-96.58333,"(38.85, -96.58333)",1940.0,junction city,us
1114,Abernathy,7,Valid,L6,2914.0,Found,33.85,-101.8,"(33.85, -101.8)",1941.0,lubbock,us
36287,Rolla (1941),22648,Valid,H5,435.0,Found,37.08333,-101.6,"(37.08333, -101.6)",1941.0,guymon,us
5096,Bethune,5033,Valid,EH4/5,67.0,Found,39.3,-102.41667,"(39.3, -102.41667)",1941.0,lamar,us
122,Black Moshannan Park,5065,Valid,L5,705.0,Fell,40.91667,-78.08333,"(40.91667, -78.08333)",1941.0,state college,us
37426,Seibert (a),23479,Valid,H5,3500.0,Found,39.3,-102.83333,"(39.3, -102.83333)",1941.0,lamar,us
16333,Harding County,11826,Valid,L4,3075.0,Found,45.5,-103.5,"(45.5, -103.5)",1941.0,belle fourche,us
37610,Sidney,23585,Valid,L,6000.0,Found,41.05,-102.9,"(41.05, -102.9)",1941.0,sterling,us
16362,Hatfield,11854,Valid,"Iron, IAB complex",21.0,Found,34.48333,-94.45,"(34.48333, -94.45)",1941.0,fort smith,us
16372,Hayes Center,11865,Valid,L6,4500.0,Found,40.51667,-101.03333,"(40.51667, -101.03333)",1941.0,north platte,us
37637,Slaton,23625,Valid,L4,1070.0,Found,33.43333,-101.75,"(33.43333, -101.75)",1941.0,lubbock,us
5444,Chamberlin,5317,Valid,H5,2400.0,Found,36.2,-102.45,"(36.2, -102.45)",1941.0,dumas,us
22945,Mereta,15488,Valid,H4,1417.5,Found,31.426109999999998,-100.13333,"(31.42611, -100.13333)",1941.0,san angelo,us
26377,New Westville,16961,Valid,"Iron, IVA",4800.0,Found,39.8,-84.81667,"(39.8, -84.81667)",1941.0,richmond,us
21683,Lorenzo,44717,Valid,L5,611.9,Found,41.03333,-102.88333,"(41.03333, -102.88333)",1941.0,sterling,us
32046,Potter,18878,Valid,L6,261000.0,Found,41.23333,-103.3,"(41.23333, -103.3)",1941.0,sterling,us
26186,Mosca,16755,Valid,L6,6220.0,Found,37.63333,-105.83333,"(37.63333, -105.83333)",1942.0,alamosa,us
38208,Valentine,24148,Valid,L4,2300.0,Found,42.93333,-100.75,"(42.93333, -100.75)",1942.0,pierre,us
26344,Naruna (b),16917,Valid,H4,513.3,Found,30.95,-98.28333,"(30.95, -98.28333)",1942.0,copperas cove,us
9192,Edmonton (Kentucky),7771,Valid,"Iron, IAB-sLM",10200.0,Found,37.03333,-85.63333,"(37.03333, -85.63333)",1942.0,glasgow,us
36045,Republican River,22591,Valid,H4,135.0,Found,40.08333,-98.91667,"(40.08333, -98.91667)",1942.0,kearney,us
1537,Aggie Creek,393,Valid,"Iron, IIIAB",43000.0,Found,64.88333,-163.16666999999998,"(64.88333, -163.16667)",1942.0,nome,us
37737,Stonington,23727,Valid,H5,2700.0,Found,37.28333,-102.2,"(37.28333, -102.2)",1942.0,lamar,us
8310,Dimmitt,7645,Valid,H3.7,200000.0,Found,34.58333,-102.16667,"(34.58333, -102.16667)",1942.0,hereford,us
36288,Rolla (d),22649,Valid,H,50.0,Found,37.08333,-101.6,"(37.08333, -101.6)",1942.0,guymon,us
19740,Leon,12764,Valid,H5,30000.0,Found,37.66667,-96.76666999999999,"(37.66667, -96.76667)",1943.0,el dorado,us
533,Leedey,12755,Valid,L6,51500.0,Fell,35.88333,-99.33333,"(35.88333, -99.33333)",1943.0,elk city,us
22947,Mertzon,15490,Valid,"Iron, IAB-ung",3720.0,Found,31.26667,-100.83333,"(31.26667, -100.83333)",1943.0,san angelo,us
5010,Axtell,4911,Valid,CV3,6200.0,Found,31.66,-96.97166999999999,"(31.66, -96.97167)",1943.0,bellmead,us
31089,Ovid (b),31283,Valid,H5,860.0,Found,40.75833,-102.375,"(40.75833, -102.375)",1943.0,sterling,us
38118,Twentynine Palms,24089,Valid,L,19700.0,Found,34.075,-116.01666999999999,"(34.075, -116.01667)",1944.0,twentynine palms,us
1005,Torrington,24032,Valid,H6,259.1,Fell,42.06667,-104.16667,"(42.06667, -104.16667)",1944.0,torrington,us
21654,Lockney,14672,Valid,L6,824.0,Found,34.15,-101.3,"(34.15, -101.3)",1944.0,plainview,us
6862,Deport (a),6663,Valid,H4,604.0,Found,33.51667,-95.3,"(33.51667, -95.3)",1944.0,paris,us
32060,Puente-Ladron,18895,Valid,L,7.7,Found,34.4,-106.85,"(34.4, -106.85)",1944.0,belen,us
38334,Wilmot,24280,Valid,H6,2000.0,Found,37.38333,-96.86667,"(37.38333, -96.86667)",1944.0,winfield,us
9167,Drum Mountains,7733,Valid,"Iron, IIIAB",529000.0,Found,39.5,-112.9,"(39.5, -112.9)",1944.0,tooele,us
55,Atoka,4888,Valid,L6,1384.2,Fell,34.31667,-96.15,"(34.31667, -96.15)",1945.0,durant,us
16352,Harrison Township,11843,Valid,L6,3263.0,Found,38.33333,-101.71167,"(38.33333, -101.71167)",1945.0,garden city,us
16552,Jenkins,12080,Valid,"Iron, IAB-MG",55400.0,Found,36.82444,-93.76111,"(36.82444, -93.76111)",1946.0,republic,us
5139,Bluewater,5078,Valid,"Iron, IIIAB",9540.0,Found,35.26667,-107.96667,"(35.26667, -107.96667)",1946.0,grants,us
1061,Walters,24210,Valid,L6,28100.0,Fell,34.33333,-98.3,"(34.33333, -98.3)",1946.0,lawton,us
779,Peña Blanca Spring,18786,Valid,Aubrite,70000.0,Fell,30.125,-103.11667,"(30.125, -103.11667)",1946.0,pecos,us
3417,Amherst,2293,Valid,L6,8500.0,Found,40.8,-99.2,"(40.8, -99.2)",1947.0,kearney,us
36816,Sand Draw,23134,Valid,H5,1200.0,Found,40.81667,-102.25,"(40.81667, -102.25)",1947.0,sterling,us
269,Eagle,7760,Valid,EL6,10000.0,Fell,40.78167,-96.47166999999999,"(40.78167, -96.47167)",1947.0,lincoln,us
31999,Pima County,18823,Valid,"Iron, IIAB",210.0,Found,32.2,-111.0,"(32.2, -111.0)",1947.0,drexel heights,us
16389,Hill City,11886,Valid,"Iron, IVA",11700.0,Found,39.36667,-99.85,"(39.36667, -99.85)",1947.0,hays,us
1517,Acme,371,Valid,H5,75000.0,Found,33.63333,-104.26666999999999,"(33.63333, -104.26667)",1947.0,roswell,us
16350,Harriman (Of),11840,Valid,"Iron, IVA",30000.0,Found,35.95,-84.56667,"(35.95, -84.56667)",1947.0,oak ridge,us
32037,Pony Creek,18866,Valid,H4,4642.0,Found,31.66333,-99.95,"(31.66333, -99.95)",1947.0,san angelo,us
31982,Penokee,18788,Valid,H5,3580.0,Found,39.35,-99.91667,"(39.35, -99.91667)",1947.0,hays,us
17319,Kalkaska,12234,Valid,"Iron, IIIAB",9399.0,Found,44.64694,-85.13667,"(44.64694, -85.13667)",1947.0,cadillac,us
26359,Neenach,16938,Valid,L6,13800.0,Found,34.8,-118.5,"(34.8, -118.5)",1948.0,quartz hill,us
12555,Gail,10843,Valid,H4,4650.0,Found,32.7,-101.6,"(32.7, -101.6)",1948.0,lamesa,us
11636,Ellis County,10022,Valid,H6,4692.0,Found,38.78333,-99.33333,"(38.78333, -99.33333)",1948.0,hays,us
707,Norton County,17922,Valid,Aubrite,1100000.0,Fell,39.68333,-99.86667,"(39.68333, -99.86667)",1948.0,hays,us
30981,Olton,18016,Valid,H3.5,953.0,Found,34.16722,-102.13361,"(34.16722, -102.13361)",1948.0,plainview,us
26158,Modoc (1948),16712,Valid,H6,1800.0,Found,38.5,-101.1,"(38.5, -101.1)",1948.0,garden city,us
38253,Waltman,24211,Valid,L4,23410.0,Found,43.0,-107.16667,"(43.0, -107.16667)",1948.0,casper,us
35849,Reager,22401,Valid,L6,230.0,Found,39.78333,-100.0,"(39.78333, -100.0)",1948.0,lexington,us
19720,Lasher Creek,12735,Valid,Iron,639.5,Found,42.83333,-74.5,"(42.83333, -74.5)",1948.0,gloversville,us
36056,Rifle,22605,Valid,"Iron, IAB-MG",102700.0,Found,38.51667,-107.83333,"(38.51667, -107.83333)",1948.0,montrose,us
36421,Rush County,22785,Valid,H5,4300.0,Found,39.5,-85.5,"(39.5, -85.5)",1948.0,greensburg,us
5204,Briggsdale,5141,Valid,"Iron, IIIAB",2230.0,Found,40.66667,-104.31667,"(40.66667, -104.31667)",1949.0,greeley,us
756,Palolo Valley,18082,Valid,H5,682.0,Fell,21.3,-157.78333,"(21.3, -157.78333)",1949.0,honolulu,us
26153,Mission,16704,Valid,L,12000.0,Found,43.31667,-100.76666999999999,"(43.31667, -100.76667)",1949.0,pierre,us
1623,Albin (stone),456,Valid,L,15400.0,Found,41.41667,-104.1,"(41.41667, -104.1)",1949.0,scottsbluff,us
37430,Seligman,23485,Valid,"Iron, IAB-MG",2200.0,Found,35.28333,-112.86667,"(35.28333, -112.86667)",1949.0,chino valley,us
3409,Almelo Township,2281,Valid,L5,3180.0,Found,39.6,-100.11667,"(39.6, -100.11667)",1949.0,hays,us
30919,Nuevo Laredo,17937,Valid,Eucrite-mmict,500.0,Found,27.5,-99.5,"(27.5, -99.5)",1950.0,laredo,us
16396,Holliday,11897,Valid,Iron,12.0,Found,33.75,-98.83333,"(33.75, -98.83333)",1950.0,wichita falls,us
9413,El Paso,7812,Valid,LL4,276.0,Found,31.78333,-106.23333000000001,"(31.78333, -106.23333)",1950.0,socorro,us
5075,Belle Plaine,5004,Valid,L6,78800.0,Found,37.31667,-97.25,"(37.31667, -97.25)",1950.0,derby,us
